NamaFile,BanyakOrang,Kamera,Label
valid_0212.jpg,6,2,Dingin
valid_0213.jpg,6,2,Dingin
valid_0214.jpg,6,2,Dingin
valid_0215.jpg,6,2,Dingin
valid_0216.jpg,6,2,Dingin
valid_0217.jpg,6,2,Dingin
valid_0218.jpg,6,2,Dingin
valid_0219.jpg,6,2,Dingin
valid_0225.jpg,7,2,Dingin
valid_0226.jpg,7,2,Dingin
valid_0227.jpg,6,2,Dingin
valid_0228.jpg,7,2,Dingin
valid_0229.jpg,6,2,Dingin
valid_0230.jpg,7,2,Dingin
valid_0231.jpg,6,2,Dingin
valid_0232.jpg,6,2,Dingin
valid_0233.jpg,6,2,Dingin
valid_0234.jpg,6,2,Dingin
valid_0235.jpg,6,2,Dingin
valid_0236.jpg,6,2,Dingin
valid_0237.jpg,6,2,Dingin
valid_0238.jpg,6,2,Dingin
train_0000.jpg,5,1,Sedang
train_0001.jpg,5,1,Sedang
train_0002.jpg,5,1,Sedang
train_0003.jpg,5,1,Sedang
train_0004.jpg,5,1,Sedang
train_0005.jpg,5,1,Sedang
train_0006.jpg,5,1,Sedang
train_0007.jpg,5,1,Sedang
train_0008.jpg,5,1,Sedang
train_0009.jpg,5,1,Sedang
train_0010.jpg,5,1,Sedang
train_0011.jpg,5,1,Sedang
train_0012.jpg,5,1,Sedang
train_0013.jpg,5,1,Sedang
train_0014.jpg,5,1,Sedang
train_0015.jpg,4,1,Sedang
train_0016.jpg,5,1,Sedang
train_0017.jpg,4,1,Sedang
train_0018.jpg,5,1,Sedang
train_0019.jpg,4,1,Sedang
train_0020.jpg,4,1,Sedang
train_0021.jpg,4,1,Sedang
train_0022.jpg,4,1,Sedang
train_0023.jpg,4,1,Sedang
train_0024.jpg,5,1,Sedang
train_0025.jpg,5,1,Sedang
train_0026.jpg,5,1,Sedang
train_0027.jpg,5,1,Sedang
train_0028.jpg,4,1,Sedang
train_0029.jpg,5,1,Sedang
train_0030.jpg,4,1,Sedang
train_0031.jpg,4,1,Sedang
train_0032.jpg,3,1,Sejuk
train_0033.jpg,4,1,Sejuk
train_0034.jpg,4,1,Sejuk
train_0035.jpg,4,1,Sejuk
train_0036.jpg,5,1,Sejuk
train_0037.jpg,5,1,Sejuk
train_0038.jpg,4,1,Sejuk
train_0039.jpg,3,1,Sejuk
train_0040.jpg,4,1,Sejuk
train_0041.jpg,4,1,Sejuk
train_0042.jpg,5,1,Sejuk
train_0043.jpg,5,1,Sejuk
train_0044.jpg,5,1,Sejuk
train_0045.jpg,3,1,Sejuk
train_0046.jpg,4,1,Sejuk
train_0047.jpg,5,1,Sedang
train_0048.jpg,4,1,Sedang
train_0049.jpg,4,1,Sedang
train_0050.jpg,4,1,Sedang
train_0051.jpg,4,1,Sedang
train_0052.jpg,4,1,Sedang
train_0053.jpg,5,1,Sedang
train_0054.jpg,4,1,Sedang
train_0055.jpg,4,1,Sedang
train_0056.jpg,4,1,Sedang
train_0057.jpg,4,1,Sedang
train_0058.jpg,5,1,Sedang
train_0059.jpg,5,1,Sedang
train_0060.jpg,4,1,Sedang
train_0061.jpg,5,1,Sedang
train_0062.jpg,5,1,Sedang
train_0063.jpg,5,1,Sedang
train_0064.jpg,5,1,Sedang
train_0065.jpg,5,1,Sedang
train_0066.jpg,4,1,Sedang
train_0067.jpg,4,1,Sedang
train_0068.jpg,4,1,Sedang
train_0069.jpg,5,1,Sedang
train_0070.jpg,5,1,Sedang
train_0071.jpg,5,1,Sedang
train_0072.jpg,4,1,Sedang
train_0073.jpg,5,1,Sedang
train_0074.jpg,4,1,Sedang
train_0075.jpg,5,1,Sedang
train_0076.jpg,4,1,Sedang
train_0077.jpg,4,1,Sedang
train_0078.jpg,5,1,Sedang
train_0079.jpg,5,1,Sedang
train_0080.jpg,5,1,Sedang
train_0081.jpg,5,1,Sedang
train_0082.jpg,4,1,Sedang
train_0083.jpg,5,1,Sedang
train_0084.jpg,5,1,Sedang
train_0085.jpg,4,1,Sedang
train_0086.jpg,3,1,Sejuk
train_0087.jpg,5,1,Sejuk
train_0088.jpg,3,1,Sejuk
train_0089.jpg,4,1,Sejuk
train_0090.jpg,5,1,Sejuk
train_0091.jpg,5,1,Sejuk
train_0092.jpg,5,1,Sejuk
train_0093.jpg,4,1,Sejuk
train_0094.jpg,5,1,Sejuk
train_0095.jpg,4,1,Sejuk
train_0096.jpg,4,1,Sejuk
train_0097.jpg,4,1,Sejuk
train_0098.jpg,5,1,Sejuk
train_0099.jpg,5,1,Sejuk
train_0100.jpg,5,1,Sejuk
train_0101.jpg,5,1,Sejuk
train_0102.jpg,5,1,Sejuk
train_0103.jpg,5,1,Sejuk
train_0104.jpg,5,1,Sejuk
train_0105.jpg,5,1,Sejuk
train_0106.jpg,5,1,Sejuk
train_0107.jpg,5,1,Sejuk
train_0108.jpg,4,1,Sejuk
train_0109.jpg,5,1,Sedang
train_0110.jpg,5,1,Sedang
train_0111.jpg,4,1,Sedang
train_0112.jpg,4,1,Sedang
train_0113.jpg,4,1,Sedang
train_0114.jpg,4,1,Sedang
train_0115.jpg,4,1,Sedang
train_0156.jpg,5,1,Sejuk
train_0158.jpg,5,1,Sejuk
train_0159.jpg,4,1,Sejuk
train_0160.jpg,4,1,Sejuk
train_0161.jpg,5,1,Sejuk
train_0162.jpg,5,1,Sejuk
train_0163.jpg,4,1,Sejuk
train_0164.jpg,4,1,Sejuk
train_0165.jpg,4,1,Sejuk
train_0166.jpg,5,1,Sejuk
train_0167.jpg,5,1,Sejuk
train_0168.jpg,5,1,Sejuk
train_0169.jpg,4,1,Sejuk
train_0170.jpg,5,1,Sejuk
train_0171.jpg,5,1,Sejuk
train_0172.jpg,5,1,Sejuk
train_0173.jpg,5,1,Sejuk
train_0174.jpg,6,1,Dingin
train_0175.jpg,6,1,Dingin
train_0176.jpg,5,1,Dingin
train_0177.jpg,6,1,Dingin
train_0178.jpg,6,1,Dingin
train_0179.jpg,6,1,Dingin
train_0180.jpg,6,1,Dingin
train_0181.jpg,6,1,Dingin
train_0182.jpg,6,1,Dingin
train_0183.jpg,6,1,Dingin
train_0184.jpg,5,1,Dingin
train_0185.jpg,6,1,Dingin
train_0186.jpg,6,1,Dingin
train_0187.jpg,6,1,Dingin
train_0188.jpg,6,1,Dingin
train_0189.jpg,6,1,Dingin
train_0190.jpg,6,1,Dingin
train_0191.jpg,5,1,Dingin
train_0192.jpg,6,1,Dingin
train_0205.jpg,6,2,Sejuk
train_0206.jpg,6,2,Sejuk
train_0207.jpg,6,2,Sejuk
train_0208.jpg,6,2,Sejuk
train_0209.jpg,6,2,Sejuk
train_0210.jpg,6,2,Sejuk
train_0211.jpg,6,2,Sejuk
train_0212.jpg,6,2,Sejuk
train_0213.jpg,6,2,Sejuk
train_0214.jpg,6,2,Sejuk
train_0215.jpg,6,2,Sejuk
train_0216.jpg,6,2,Sejuk
train_0217.jpg,6,2,Sejuk
train_0218.jpg,6,2,Sejuk
train_0219.jpg,6,2,Sejuk
train_0220.jpg,6,2,Sejuk
train_0221.jpg,5,2,Sejuk
train_0222.jpg,5,2,Sejuk
train_0223.jpg,5,2,Sejuk
train_0224.jpg,5,2,Sejuk
train_0225.jpg,5,2,Sejuk
train_0226.jpg,4,2,Sejuk
train_0227.jpg,4,2,Sejuk
train_0228.jpg,4,2,Sejuk
train_0229.jpg,4,2,Sejuk
train_0285.jpg,5,2,Dingin
train_0286.jpg,6,2,Dingin
train_0287.jpg,6,2,Dingin
train_0288.jpg,5,2,Dingin
train_0289.jpg,5,2,Dingin
train_0290.jpg,5,2,Dingin
train_0291.jpg,5,2,Dingin
train_0292.jpg,5,2,Dingin
train_0293.jpg,5,2,Dingin
train_0294.jpg,5,2,Dingin
train_0295.jpg,5,2,Dingin
train_0296.jpg,10,1,Dingin
train_0297.jpg,11,1,Dingin
train_0298.jpg,11,1,Dingin
train_0299.jpg,11,1,Dingin
train_0326.jpg,10,1,Dingin
train_0327.jpg,11,1,Dingin
train_0328.jpg,11,1,Dingin
train_0329.jpg,9,1,Dingin
train_0330.jpg,9,1,Dingin
train_0331.jpg,9,1,Dingin
train_0332.jpg,9,1,Dingin
train_0333.jpg,9,1,Dingin
train_0334.jpg,9,1,Dingin
train_0335.jpg,9,1,Dingin
train_0336.jpg,9,1,Dingin
train_0337.jpg,8,1,Dingin
train_0338.jpg,8,1,Dingin
train_0339.jpg,8,1,Dingin
train_0340.jpg,9,1,Dingin
train_0341.jpg,9,1,Dingin
train_0342.jpg,9,1,Dingin
train_0343.jpg,7,1,Dingin
train_0344.jpg,9,1,Dingin
train_0345.jpg,10,1,Dingin
train_0346.jpg,11,1,Dingin
train_0347.jpg,10,1,Dingin
train_0348.jpg,11,1,Dingin
train_0349.jpg,10,1,Dingin
train_0350.jpg,10,1,Dingin
train_0351.jpg,11,1,Dingin
train_0352.jpg,11,1,Dingin
train_0353.jpg,11,1,Dingin
train_0354.jpg,11,1,Dingin
train_0355.jpg,11,1,Dingin
train_0356.jpg,11,1,Dingin
train_0357.jpg,11,1,Dingin
train_0358.jpg,11,1,Dingin
train_0359.jpg,10,1,Dingin
train_0360.jpg,10,1,Dingin
train_0361.jpg,10,1,Dingin
train_0362.jpg,9,1,Dingin
train_0363.jpg,10,1,Dingin
train_0364.jpg,10,1,Dingin
train_0365.jpg,10,1,Dingin
train_0366.jpg,11,1,Dingin
train_0367.jpg,11,1,Dingin
train_0368.jpg,11,1,Dingin
train_0369.jpg,11,1,Dingin
train_0370.jpg,10,1,Dingin
train_0371.jpg,11,1,Dingin
train_0372.jpg,10,1,Dingin
train_0373.jpg,11,1,Dingin
train_0374.jpg,11,1,Dingin
train_0375.jpg,10,1,Dingin
train_0376.jpg,11,1,Dingin
train_0377.jpg,10,1,Dingin
train_0378.jpg,11,1,Dingin
train_0379.jpg,11,1,Dingin
train_0380.jpg,11,1,Dingin
train_0381.jpg,11,1,Dingin
train_0382.jpg,10,1,Dingin
train_0383.jpg,9,1,Dingin
train_0384.jpg,9,1,Dingin
train_0385.jpg,10,1,Dingin
train_0386.jpg,8,1,Dingin
train_0387.jpg,10,1,Dingin
train_0388.jpg,9,1,Dingin
train_0389.jpg,9,1,Dingin
train_0390.jpg,8,1,Dingin
train_0391.jpg,11,1,Dingin
train_0392.jpg,11,1,Dingin
train_0393.jpg,9,1,Dingin
train_0394.jpg,9,1,Dingin
train_0395.jpg,9,1,Dingin
train_0396.jpg,10,1,Dingin
train_0397.jpg,10,1,Dingin
train_0398.jpg,9,1,Dingin
train_0399.jpg,9,1,Dingin
train_0400.jpg,8,1,Dingin
train_0401.jpg,8,1,Dingin
train_0402.jpg,9,1,Dingin
train_0403.jpg,7,1,Dingin
train_0404.jpg,7,1,Dingin
train_0405.jpg,6,1,Sejuk
train_0406.jpg,6,1,Sejuk
train_0407.jpg,5,1,Sejuk
train_0408.jpg,5,1,Sejuk
train_0409.jpg,6,1,Sejuk
train_0410.jpg,4,1,Sejuk
train_0411.jpg,6,1,Sejuk
train_0412.jpg,5,1,Sejuk
train_0413.jpg,5,1,Sejuk
train_0414.jpg,4,1,Sejuk
train_0415.jpg,5,1,Sejuk
train_0416.jpg,5,1,Sejuk
train_0417.jpg,5,1,Sejuk
train_0418.jpg,5,1,Sejuk
train_0419.jpg,5,1,Sejuk
train_0420.jpg,5,1,Sejuk
train_0421.jpg,5,1,Sejuk
train_0422.jpg,5,1,Sejuk
train_0423.jpg,4,1,Sejuk
train_0424.jpg,4,1,Sejuk
train_0425.jpg,5,1,Sejuk
train_0426.jpg,5,1,Sejuk
train_0427.jpg,5,1,Sejuk
train_0428.jpg,5,1,Sejuk
train_0429.jpg,4,1,Sejuk
train_0430.jpg,4,1,Sejuk
train_0431.jpg,5,1,Sejuk
train_0432.jpg,5,1,Sejuk
train_0433.jpg,6,1,Sejuk
train_0434.jpg,5,1,Sejuk
train_0435.jpg,5,1,Sejuk
train_0436.jpg,5,1,Sejuk
train_0437.jpg,5,1,Sejuk
train_0438.jpg,5,1,Sejuk
train_0439.jpg,5,1,Sejuk
train_0440.jpg,5,1,Sejuk
train_0441.jpg,5,1,Sejuk
train_0442.jpg,5,1,Sejuk
train_0443.jpg,5,1,Sejuk
train_0444.jpg,5,1,Sejuk
train_0445.jpg,6,1,Sejuk
train_0446.jpg,5,1,Sejuk
train_0447.jpg,5,1,Sejuk
train_0448.jpg,6,1,Sejuk
train_0449.jpg,6,1,Sejuk
train_0450.jpg,5,1,Sejuk
train_0451.jpg,5,1,Sejuk
train_0452.jpg,6,1,Sejuk
train_0453.jpg,6,1,Sejuk
train_0454.jpg,5,1,Sejuk
train_0455.jpg,5,1,Sejuk
train_0456.jpg,5,1,Sejuk
train_0457.jpg,5,1,Sejuk
train_0458.jpg,5,1,Sejuk
train_0459.jpg,5,1,Sejuk
train_0460.jpg,5,1,Sejuk
train_0461.jpg,5,1,Sejuk
train_0462.jpg,6,1,Sejuk
train_0465.jpg,7,1,Dingin
train_0466.jpg,7,1,Dingin
train_0467.jpg,7,1,Dingin
train_0468.jpg,7,1,Dingin
train_0469.jpg,6,1,Dingin
train_0470.jpg,5,1,Dingin
train_0471.jpg,6,1,Dingin
train_0472.jpg,7,1,Dingin
train_0473.jpg,7,1,Dingin
train_0474.jpg,6,1,Dingin
train_0475.jpg,7,1,Dingin
train_0476.jpg,7,1,Dingin
train_0477.jpg,7,1,Dingin
train_0478.jpg,7,1,Dingin
train_0479.jpg,6,1,Dingin
train_0480.jpg,6,1,Dingin
train_0481.jpg,6,1,Dingin
train_0482.jpg,6,1,Dingin
train_0483.jpg,7,1,Dingin
train_0484.jpg,7,1,Dingin
train_0485.jpg,7,1,Dingin
train_0486.jpg,7,1,Dingin
train_0487.jpg,7,1,Dingin
train_0488.jpg,6,1,Dingin
train_0489.jpg,6,1,Dingin
train_0490.jpg,7,1,Dingin
train_0491.jpg,7,1,Dingin
train_0492.jpg,7,1,Dingin
train_0493.jpg,7,1,Dingin
train_0494.jpg,7,1,Dingin
train_0495.jpg,7,1,Dingin
train_0496.jpg,7,1,Dingin
train_0497.jpg,7,1,Dingin
train_0498.jpg,7,1,Dingin
train_0499.jpg,7,1,Dingin
train_0500.jpg,7,1,Dingin
train_0501.jpg,7,1,Dingin
train_0502.jpg,7,1,Dingin
train_0503.jpg,7,1,Dingin
train_0504.jpg,7,1,Dingin
train_0505.jpg,7,1,Dingin
train_0506.jpg,7,1,Dingin
train_0507.jpg,6,1,Dingin
train_0508.jpg,7,1,Dingin
train_0509.jpg,7,1,Dingin
train_0510.jpg,7,1,Dingin
train_0511.jpg,7,1,Dingin
train_0512.jpg,7,1,Dingin
train_0513.jpg,7,1,Dingin
train_0514.jpg,7,1,Dingin
train_0515.jpg,6,1,Dingin
train_0516.jpg,7,1,Dingin
train_0517.jpg,5,1,Dingin
train_0518.jpg,5,1,Dingin
train_0519.jpg,5,1,Dingin
train_0520.jpg,4,1,Dingin
train_0521.jpg,5,1,Dingin
train_0522.jpg,5,1,Dingin
train_0523.jpg,4,1,Dingin
train_0524.jpg,4,1,Dingin
train_0525.jpg,5,1,Dingin
train_0526.jpg,5,1,Dingin
train_0527.jpg,7,1,Dingin
train_0528.jpg,6,1,Dingin
train_0529.jpg,6,1,Dingin
train_0530.jpg,5,1,Dingin
train_0531.jpg,5,1,Dingin
train_0532.jpg,5,1,Dingin
train_0533.jpg,5,1,Dingin
train_0534.jpg,6,1,Dingin
train_0535.jpg,5,1,Dingin
train_0536.jpg,4,1,Dingin
train_0537.jpg,6,1,Dingin
train_0538.jpg,6,1,Dingin
train_0539.jpg,5,1,Dingin
train_0540.jpg,5,1,Dingin
train_0541.jpg,5,1,Dingin
train_0542.jpg,5,1,Dingin
train_0543.jpg,6,1,Dingin
train_0544.jpg,6,1,Dingin
train_0545.jpg,5,1,Dingin
train_0546.jpg,6,1,Dingin
train_0547.jpg,6,1,Dingin
train_0548.jpg,6,1,Dingin
train_0549.jpg,6,1,Dingin
train_0550.jpg,6,1,Dingin
train_0551.jpg,6,1,Dingin
train_0552.jpg,6,1,Dingin
train_0553.jpg,6,1,Dingin
train_0554.jpg,6,1,Dingin
train_0555.jpg,6,1,Dingin
train_0556.jpg,6,1,Dingin
train_0557.jpg,5,1,Dingin
train_0558.jpg,6,1,Dingin
train_0559.jpg,5,1,Dingin
train_0560.jpg,6,1,Dingin
train_0561.jpg,5,1,Dingin
train_0562.jpg,5,1,Dingin
train_0563.jpg,5,1,Dingin
train_0564.jpg,5,1,Dingin
train_0565.jpg,5,1,Dingin
train_0566.jpg,5,1,Dingin
train_0567.jpg,5,1,Dingin
train_0568.jpg,5,1,Dingin
train_0569.jpg,5,1,Dingin
train_0570.jpg,5,1,Dingin
train_0571.jpg,5,1,Dingin
train_0572.jpg,5,1,Dingin
train_0573.jpg,5,1,Dingin
train_0574.jpg,5,1,Dingin
train_0575.jpg,5,1,Dingin
train_0576.jpg,5,1,Dingin
train_0577.jpg,5,1,Dingin
train_0578.jpg,5,1,Dingin
train_0579.jpg,5,1,Dingin
train_0580.jpg,5,1,Dingin
train_0581.jpg,5,1,Dingin
train_0582.jpg,5,1,Dingin
train_0583.jpg,5,1,Dingin
train_0584.jpg,5,1,Dingin
train_0585.jpg,5,1,Dingin
train_0586.jpg,5,1,Dingin
train_0587.jpg,5,1,Dingin
train_0588.jpg,6,1,Dingin
train_0589.jpg,6,1,Dingin
train_0590.jpg,6,1,Dingin
train_0591.jpg,6,1,Dingin
train_0592.jpg,6,1,Dingin
train_0593.jpg,6,1,Dingin
train_0594.jpg,6,1,Dingin
train_0595.jpg,6,1,Dingin
train_0596.jpg,6,1,Dingin
train_0597.jpg,6,1,Dingin
train_0598.jpg,6,1,Dingin
train_0599.jpg,5,1,Dingin
train_0600.jpg,7,1,Sedang
train_0601.jpg,7,1,Sedang
train_0602.jpg,6,1,Sedang
train_0603.jpg,5,1,Sedang
train_0604.jpg,7,1,Sedang
train_0605.jpg,6,1,Sedang
train_0606.jpg,7,1,Sedang
train_0607.jpg,7,1,Sedang
train_0608.jpg,7,1,Sedang
train_0609.jpg,6,1,Sedang
train_0610.jpg,6,1,Sedang
train_0611.jpg,6,1,Sedang
train_0612.jpg,5,1,Sedang
train_0613.jpg,5,1,Sedang
train_0614.jpg,5,1,Sedang
train_0615.jpg,5,1,Sedang
train_0616.jpg,7,1,Sedang
train_0617.jpg,7,1,Sedang
train_0618.jpg,6,1,Sedang
train_0619.jpg,5,1,Sedang
train_0620.jpg,5,1,Sedang
train_0621.jpg,7,1,Sedang
train_0622.jpg,7,1,Sedang
train_0623.jpg,7,1,Sedang
train_0624.jpg,6,1,Sedang
train_0625.jpg,6,1,Sedang
train_0626.jpg,7,1,Sedang
train_0627.jpg,7,1,Sedang
train_0628.jpg,6,1,Sedang
train_0629.jpg,7,1,Sedang
train_0630.jpg,4,1,Sedang
train_0631.jpg,5,1,Sedang
train_0632.jpg,5,1,Sedang
train_0633.jpg,5,1,Sedang
train_0634.jpg,5,1,Sedang
train_0635.jpg,6,1,Sedang
train_0636.jpg,6,1,Sedang
train_0637.jpg,6,1,Sedang
train_0638.jpg,6,1,Sedang
train_0639.jpg,6,1,Sedang
train_0640.jpg,6,1,Sedang
train_0641.jpg,6,1,Sedang
train_0642.jpg,6,1,Sedang
train_0643.jpg,6,1,Sedang
train_0644.jpg,7,1,Sedang
train_0645.jpg,7,1,Sedang
train_0646.jpg,8,1,Sedang
train_0647.jpg,7,1,Sedang
train_0648.jpg,7,1,Sedang
train_0649.jpg,6,1,Sedang
train_0650.jpg,6,1,Sedang
train_0651.jpg,7,1,Sedang
train_0652.jpg,8,1,Sedang
train_0653.jpg,7,1,Sedang
train_0654.jpg,8,1,Sedang
train_0655.jpg,9,1,Sedang
train_0656.jpg,8,1,Sedang
train_0657.jpg,9,1,Sedang
train_0658.jpg,9,1,Sedang
train_0659.jpg,6,2,Sejuk
train_0660.jpg,6,2,Sejuk
train_0661.jpg,6,2,Sejuk
train_0662.jpg,6,2,Sejuk
train_0663.jpg,6,2,Sejuk
train_0664.jpg,7,2,Sejuk
train_0665.jpg,7,2,Sejuk
train_0666.jpg,7,2,Sejuk
train_0667.jpg,8,2,Sejuk
train_0668.jpg,8,2,Sejuk
train_0669.jpg,7,2,Sejuk
train_0670.jpg,6,2,Sejuk
train_0671.jpg,6,2,Sejuk
train_0672.jpg,6,2,Sejuk
train_0673.jpg,7,2,Sejuk
train_0674.jpg,7,2,Sejuk
train_0675.jpg,7,2,Sejuk
train_0676.jpg,8,2,Sejuk
train_0677.jpg,8,2,Sejuk
train_0678.jpg,9,2,Sejuk
train_0679.jpg,9,2,Sejuk
train_0680.jpg,9,2,Sejuk
train_0681.jpg,9,2,Sejuk
train_0682.jpg,9,2,Sejuk
train_0683.jpg,9,2,Sejuk
train_0684.jpg,9,2,Sejuk
train_0685.jpg,9,2,Sejuk
train_0686.jpg,9,2,Sejuk
train_0687.jpg,9,2,Sejuk
train_0688.jpg,8,2,Sejuk
train_0689.jpg,9,2,Sejuk
train_0690.jpg,9,2,Sejuk
train_0691.jpg,9,2,Sejuk
train_0692.jpg,9,2,Sejuk
train_0693.jpg,9,2,Sejuk
train_0694.jpg,9,2,Sejuk
train_0695.jpg,9,2,Sejuk
train_0696.jpg,9,2,Sejuk
train_0697.jpg,9,2,Sejuk
train_0698.jpg,8,2,Sejuk
train_0699.jpg,8,2,Sejuk
train_0700.jpg,8,2,Sejuk
train_0701.jpg,7,2,Sejuk
train_0702.jpg,8,2,Sejuk
train_0703.jpg,8,2,Sejuk
train_0704.jpg,8,2,Sejuk
train_0705.jpg,8,2,Sejuk
train_0706.jpg,8,2,Sejuk
train_0707.jpg,8,2,Sejuk
train_0708.jpg,8,2,Sejuk
train_0709.jpg,8,2,Sejuk
train_0710.jpg,9,2,Sejuk
train_0711.jpg,10,2,Sejuk
train_0712.jpg,10,2,Sejuk
train_0713.jpg,10,2,Sejuk
train_0714.jpg,10,2,Sejuk
train_0715.jpg,10,2,Sejuk
train_0716.jpg,10,2,Sejuk
train_0717.jpg,10,2,Sejuk
train_0718.jpg,10,2,Sejuk
train_0719.jpg,9,2,Sejuk
train_0720.jpg,9,2,Sejuk
train_0721.jpg,8,2,Sejuk
train_0722.jpg,8,2,Sejuk
train_0723.jpg,8,2,Sejuk
train_0724.jpg,9,2,Sejuk
train_0725.jpg,9,2,Sejuk
train_0726.jpg,9,2,Sejuk
train_0727.jpg,9,2,Sejuk
train_0728.jpg,10,2,Sejuk
train_0729.jpg,10,2,Sejuk
train_0730.jpg,10,2,Sejuk
train_0731.jpg,9,2,Sejuk
train_0732.jpg,9,2,Sejuk
train_0733.jpg,10,2,Sejuk
